fullName,nationalBest,prefecture,regionalBest,shortName,year
北海道滝川西高等学校,64,北北海道,1,滝川西,2017
白樺学園高等学校,,北北海道,2,白樺学園,2017
旭川龍谷高等学校,,北北海道,4,旭川龍谷,2017
旭川大学高等学校,,北北海道,4,旭川大高,2017
武修館高等学校,,北北海道,8,武修館,2017
北海道網走南ケ丘高等学校,,北北海道,8,網走南ヶ丘,2017
北海道釧路北陽高等学校,,北北海道,8,釧路北陽,2017
帯広大谷高等学校,,北北海道,8,帯広大谷,2017
クラーク記念国際高等学校,32,北北海道,1,クラーク記念国際,2016
北海道滝川西高等学校,,北北海道,2,滝川西,2016
,,北北海道,4,江陵,2016
旭川実業高等学校,,北北海道,4,旭川実,2016
北海道釧路工業高等学校,,北北海道,8,釧路工,2016
旭川大学高等学校,,北北海道,8,旭川大高,2016
北海道釧路湖陵高等学校,,北北海道,8,釧路湖陵,2016
北海道帯広柏葉高等学校,,北北海道,8,帯広柏葉,2016
白樺学園高等学校,64,北北海道,1,白樺学園,2015
旭川実業高等学校,,北北海道,2,旭川実,2015
北海道北見工業高等学校,,北北海道,4,北見工,2015
武修館高等学校,,北北海道,4,武修館,2015
北海道旭川西高等学校,,北北海道,8,旭川西,2015
稚内大谷高等学校,,北北海道,8,稚内大谷,2015
北海道岩見沢緑陵高等学校,,北北海道,8,岩見沢緑陵,2015
北海道北見北斗高等学校,,北北海道,8,北見北斗,2015
武修館高等学校,32,北北海道,1,武修館,2014
北海道釧路工業高等学校,,北北海道,2,釧路工,2014
旭川大学高等学校,,北北海道,4,旭川大高,2014
北海道北見北斗高等学校,,北北海道,4,北見北斗,2014
北海道天塩高等学校,,北北海道,8,天塩,2014
北海道遠軽高等学校,,北北海道,8,遠軽,2014
北海道岩見沢東高等学校,,北北海道,8,岩見沢東,2014
北海道網走桂陽高等学校,,北北海道,8,網走桂陽,2014
帯広大谷高等学校,64,北北海道,1,帯広大谷,2013
北海道旭川南高等学校,,北北海道,2,旭川南,2013
北海道帯広三条高等学校,,北北海道,4,帯広三条,2013
旭川龍谷高等学校,,北北海道,4,旭川龍谷,2013
北海道滝川西高等学校,,北北海道,8,滝川西,2013
,,北北海道,8,駒大岩見沢,2013
北海道帯広柏葉高等学校,,北北海道,8,帯広柏葉,2013
北海道旭川工業高等学校,,北北海道,8,旭川工,2013
北海高等学校,32,南北海道,1,北海,2017
東海大学付属札幌高等学校,,南北海道,2,東海大札幌,2017
札幌大谷高等学校,,南北海道,4,札幌大谷,2017
北海道函館工業高等学校,,南北海道,4,函館工,2017
札幌日本大学高等学校,,南北海道,8,札幌日大,2017
駒澤大学附属苫小牧高等学校,,南北海道,8,駒大苫小牧,2017
函館大学付属有斗高等学校,,南北海道,8,函館大有斗,2017
北海道栄高等学校,,南北海道,8,北海道栄,2017
北海高等学校,2,南北海道,1,北海,2016
札幌日本大学高等学校,,南北海道,2,札幌日大,2016
東海大学付属札幌高等学校,,南北海道,4,東海大札幌,2016
札幌第一高等学校,,南北海道,4,札幌第一,2016
北海道札幌丘珠高等学校,,南北海道,8,札幌丘珠,2016
北照高等学校,,南北海道,8,北照,2016
北海学園札幌高等学校,,南北海道,8,北海学園札幌,2016
北海道栄高等学校,,南北海道,8,北海道栄,2016
北海高等学校,64,南北海道,1,北海,2015
北照高等学校,,南北海道,2,北照,2015
北海道小樽潮陵高等学校,,南北海道,4,小樽潮陵,2015
東海大札幌,,南北海道,4,東海大四,2015
函館大学付属有斗高等学校,,南北海道,8,函館大有斗,2015
北海道苫小牧東高等学校,,南北海道,8,苫小牧東,2015
札幌大谷高等学校,,南北海道,8,札幌大谷,2015
駒澤大学附属苫小牧高等学校,,南北海道,8,駒大苫小牧,2015
東海大札幌,32,南北海道,1,東海大四,2014
北海道小樽潮陵高等学校,,南北海道,2,小樽潮陵,2014
北海道浦河高等学校,,南北海道,4,浦河,2014
札幌日本大学高等学校,,南北海道,4,札幌日大,2014
札幌創成高等学校,,南北海道,8,札幌創成,2014
札幌第一高等学校,,南北海道,8,札幌第一,2014
北海道恵庭南高等学校,,南北海道,8,恵庭南,2014
駒澤大学附属苫小牧高等学校,,南北海道,8,駒大苫小牧,2014
北照高等学校,64,南北海道,1,北照,2013
駒澤大学附属苫小牧高等学校,,南北海道,2,駒大苫小牧,2013
函館大学付属有斗高等学校,,南北海道,4,函館大有斗,2013
函館大学付属柏稜高等学校,,南北海道,4,函館大柏稜,2013
北海道函館中部高等学校,,南北海道,8,函館中部,2013
東海大札幌,,南北海道,8,東海大四,2013
札幌光星高等学校,,南北海道,8,札幌光星,2013
北海道栄高等学校,,南北海道,8,北海道栄,2013
青森山田高等学校,16,青森,1,青森山田,2017
八戸学院光星高等学校,,青森,2,八戸学院光星,2017
弘前学院聖愛高等学校,,青森,4,弘前学院聖愛,2017
八戸工業大学第一高等学校,,青森,4,八戸工大一,2017
弘前東高等学校,,青森,8,弘前東,2017
東奥義塾高等学校,,青森,8,東奥義塾,2017
県立青森中央高等学校,,青森,8,青森中央,2017
県立青森東高等学校,,青森,8,青森東,2017
八戸学院光星高等学校,32,青森,1,八戸学院光星,2016
県立大湊高等学校,,青森,2,大湊,2016
弘前学院聖愛高等学校,,青森,4,弘前学院聖愛,2016
県立八戸西高等学校,,青森,4,八戸西,2016
県立青森商業高等学校,,青森,8,青森商,2016
弘前東高等学校,,青森,8,弘前東,2016
八戸工業大学第一高等学校,,青森,8,八戸工大一,2016
県立弘前工業高等学校,,青森,8,弘前工,2016
県立三沢商業高等学校,32,青森,1,三沢商,2015
八戸学院光星高等学校,,青森,2,八戸学院光星,2015
県立青森高等学校,,青森,4,青森,2015
県立三本木高等学校,,青森,4,三本木,2015
県立青森商業高等学校,,青森,8,青森商,2015
弘前学院聖愛高等学校,,青森,8,弘前学院聖愛,2015
県立黒石商業高等学校,,青森,8,黒石商,2015
八戸工業大学第一高等学校,,青森,8,八戸工大一,2015
八戸学院光星高等学校,8,青森,1,八戸学院光星,2014
県立青森高等学校,,青森,2,青森,2014
弘前学院聖愛高等学校,,青森,4,弘前学院聖愛,2014
青森山田高等学校,,青森,4,青森山田,2014
県立弘前工業高等学校,,青森,8,弘前工,2014
県立弘前中央高等学校,,青森,8,弘前中央,2014
八戸工業大学第一高等学校,,青森,8,八戸工大一,2014
五所川原商業高等学校,,青森,8,五所川原商,2014
弘前学院聖愛高等学校,16,青森,1,弘前学院聖愛,2013
県立弘前高等学校,,青森,2,弘前,2013
青森山田高等学校,,青森,4,青森山田,2013
県立八戸西高等学校,,青森,4,八戸西,2013
八戸学院光星高等学校,,青森,8,八戸学院光星,2013
五所川原商業高等学校,,青森,8,五所川原商,2013
八戸工業大学第一高等学校,,青森,8,八戸工大一,2013
県立八戸北高等学校,,青森,8,八戸北,2013
盛岡大学附属高等学校,8,岩手,1,盛岡大附,2017
岩手県立久慈高等学校,,岩手,2,久慈,2017
岩手県立大船渡東高等学校,,岩手,4,大船渡東,2017
岩手県立盛岡第四高等学校,,岩手,4,盛岡四,2017
岩手県立黒沢尻工業高等学校,,岩手,8,黒沢尻工,2017
岩手県立水沢工業高等学校,,岩手,8,水沢工,2017
岩手県立花巻南高等学校,,岩手,8,花巻南,2017
岩手県立宮古高等学校,,岩手,8,宮古,2017
盛岡大学附属高等学校,16,岩手,1,盛岡大附,2016
一関学院高等学校,,岩手,2,一関学院,2016
専修大学北上高等学校,,岩手,4,専大北上,2016
岩手県立一関工業高等学校,,岩手,4,一関工,2016
岩手県立黒沢尻工業高等学校,,岩手,8,黒沢尻工,2016
岩手県立高田高等学校,,岩手,8,高田,2016
岩手県立千厩高等学校,,岩手,8,千厩,2016
岩手県立宮古高等学校,,岩手,8,宮古,2016
花巻東高等学校,16,岩手,1,花巻東,2015
一関学院高等学校,,岩手,2,一関学院,2015
岩手県立盛岡北高等学校,,岩手,4,盛岡北,2015
専修大学北上高等学校,,岩手,4,専大北上,2015
岩手県立一関工業高等学校,,岩手,8,一関工,2015
岩手県立久慈高等学校,,岩手,8,久慈,2015
盛岡大学附属高等学校,,岩手,8,盛岡大附,2015
岩手県立花巻農業高等学校,,岩手,8,花巻農,2015
盛岡大学附属高等学校,16,岩手,1,盛岡大附,2014
花巻東高等学校,,岩手,2,花巻東,2014
専修大学北上高等学校,,岩手,4,専大北上,2014
岩手県立盛岡第三高等学校,,岩手,4,盛岡三,2014
岩手県立久慈東高等学校,,岩手,8,久慈東,2014
岩手県立水沢高等学校,,岩手,8,水沢,2014
岩手県立一関工業高等学校,,岩手,8,一関工,2014
岩手県立盛岡第四高等学校,,岩手,8,盛岡四,2014
花巻東高等学校,2,岩手,1,花巻東,2013
盛岡大学附属高等学校,,岩手,2,盛岡大附,2013
一関学院高等学校,,岩手,4,一関学院,2013
岩手県立盛岡第四高等学校,,岩手,4,盛岡四,2013
岩手県立久慈工業高等学校,,岩手,8,久慈工,2013
岩手県立釜石商工高等学校,,岩手,8,釜石商工,2013
岩手県立福岡高等学校,,岩手,8,福岡,2013
岩手県立水沢高等学校,,岩手,8,水沢,2013
仙台育英学園高等学校,8,宮城,1,仙台育英,2017
東北高等学校,,宮城,2,東北,2017
宮城県仙台第三高等学校,,宮城,4,仙台三,2017
東陵高等学校,,宮城,4,東陵,2017
聖和学園高等学校,,宮城,8,聖和学園,2017
宮城県黒川高等学校,,宮城,8,黒川,2017
仙台市立仙台高等学校,,宮城,8,仙台,2017
宮城県石巻工業高等学校,,宮城,8,石巻工,2017
東北高等学校,64,宮城,1,東北,2016
宮城県利府高等学校,,宮城,2,利府,2016
仙台育英学園高等学校,,宮城,4,仙台育英,2016
東陵高等学校,,宮城,4,東陵,2016
宮城県登米高等学校,,宮城,8,登米,2016
東北学院榴ケ岡高等学校,,宮城,8,東北学院榴ケ岡,2016
宮城県柴田高等学校,,宮城,8,柴田,2016
宮城県佐沼高等学校,,宮城,8,佐沼,2016
仙台育英学園高等学校,2,宮城,1,仙台育英,2015
宮城県古川工業高等学校,,宮城,2,古川工,2015
宮城県石巻高等学校,,宮城,4,石巻,2015
東北学院榴ケ岡高等学校,,宮城,4,東北学院榴ケ岡,2015
宮城県仙台第三高等学校,,宮城,8,仙台三,2015
宮城県仙台第二高等学校,,宮城,8,仙台二,2015
宮城県泉高等学校,,宮城,8,泉,2015
宮城県岩ケ崎高等学校,,宮城,8,岩ケ崎,2015
宮城県利府高等学校,32,宮城,1,利府,2014
宮城県佐沼高等学校,,宮城,2,佐沼,2014
宮城県気仙沼高等学校,,宮城,4,気仙沼,2014
宮城県塩釜高等学校,,宮城,4,塩釜,2014
東北学院高等学校,,宮城,8,東北学院,2014
宮城県泉松陵高等学校,,宮城,8,泉松陵,2014
宮城県石巻高等学校,,宮城,8,石巻,2014
東北高等学校,,宮城,8,東北,2014
仙台育英学園高等学校,32,宮城,1,仙台育英,2013
宮城県柴田高等学校,,宮城,2,柴田,2013
聖和学園高等学校,,宮城,4,聖和学園,2013
宮城県仙台第三高等学校,,宮城,4,仙台三,2013
大崎中央高等学校,,宮城,8,大崎中央,2013
宮城県農業高等学校,,宮城,8,宮城農,2013
宮城県仙台商業高等学校,,宮城,8,仙台商,2013
宮城県気仙沼高等学校,,宮城,8,気仙沼,2013
ノースアジア大学明桜高等学校,32,秋田,1,明桜,2017
秋田県立金足農業高等学校,,秋田,2,金足農,2017
秋田県立秋田高等学校,,秋田,4,秋田,2017
秋田県立大曲工業高等学校,,秋田,4,大曲工,2017
秋田県立能代松陽高等学校,,秋田,8,能代松陽,2017
秋田県立秋田中央高等学校,,秋田,8,秋田中央,2017
秋田修英高等学校,,秋田,8,秋田修英,2017
秋田県立本荘高等学校,,秋田,8,本荘,2017
秋田県立大曲工業高等学校,64,秋田,1,大曲工,2016
秋田県立角館高等学校,,秋田,2,角館,2016
秋田県立能代工業高等学校,,秋田,4,能代工,2016
秋田県立大館国際情報学院高等学校,,秋田,4,大館国際情報学院,2016
秋田県立能代松陽高等学校,,秋田,8,能代松陽,2016
秋田修英高等学校,,秋田,8,秋田修英,2016
 秋田県立大館桂桜高等学校,,秋田,8,大館桂桜,2016
秋田市立秋田商業高等学校,,秋田,8,秋田商,2016
秋田市立秋田商業高等学校,8,秋田,1,秋田商,2015
秋田県立秋田南高等学校,,秋田,2,秋田南,2015
秋田県立能代松陽高等学校,,秋田,4,能代松陽,2015
秋田県立秋田工業高等学校,,秋田,4,秋田工,2015
秋田県立大曲農業高等学校,,秋田,8,大曲農,2015
秋田修英高等学校,,秋田,8,秋田修英,2015
ノースアジア大学明桜高等学校,,秋田,8,明桜,2015
秋田県立西目高等学校,,秋田,8,西目,2015
秋田県立角館高等学校,32,秋田,1,角館,2014
秋田県立能代松陽高等学校,,秋田,2,能代松陽,2014
秋田県立大曲工業高等学校,,秋田,4,大曲工,2014
秋田県立由利工業高等学校,,秋田,4,由利工,2014
秋田県立大曲農業高等学校,,秋田,8,大曲農,2014
秋田県立西目高等学校,,秋田,8,西目,2014
秋田県立湯沢高等学校,,秋田,8,湯沢,2014
秋田県立秋田南高等学校,,秋田,8,秋田南,2014
秋田市立秋田商業高等学校,32,秋田,1,秋田商,2013
秋田県立角館高等学校,,秋田,2,角館,2013
秋田県立金足農業高等学校,,秋田,4,金足農,2013
秋田県立大曲高等学校,,秋田,4,大曲,2013
秋田県立秋田西高等学校,,秋田,8,秋田西,2013
秋田県立秋田中央高等学校,,秋田,8,秋田中央,2013
秋田県立大館鳳鳴高等学校,,秋田,8,大館鳳鳴,2013
ノースアジア大学明桜高等学校,,秋田,8,明桜,2013
日本大学山形高等学校,64,山形,1,日大山形,2017
県立山形中央高等学校,,山形,2,山形中央,2017
酒田南高等学校,,山形,4,酒田南,2017
山形城北高等学校,,山形,4,山形城北,2017
九里学園高等学校,,山形,8,九里学園,2017
羽黒高等学校,,山形,8,羽黒,2017
山形市立商業高等学校,,山形,8,山形市立商,2017
県立山形南高等学校,,山形,8,山形南,2017
鶴岡東高等学校,64,山形,1,鶴岡東,2016
県立山形中央高等学校,,山形,2,山形中央,2016
米沢中央高等学校,,山形,4,米沢中央,2016
酒田南高等学校,,山形,4,酒田南,2016
県立酒田東高等学校,,山形,8,酒田東,2016
日本大学山形高等学校,,山形,8,日大山形,2016
九里学園高等学校,,山形,8,九里学園,2016
東海大学山形高等学校,,山形,8,東海大山形,2016
鶴岡東高等学校,16,山形,1,鶴岡東,2015
羽黒高等学校,,山形,2,羽黒,2015
酒田光陵高等学校,,山形,4,酒田光陵,2015
県立山形中央高等学校,,山形,4,山形中央,2015
米沢中央高等学校,,山形,8,米沢中央,2015
山形城北高等学校,,山形,8,山形城北,2015
酒田南高等学校,,山形,8,酒田南,2015
九里学園高等学校,,山形,8,九里学園,2015
県立山形中央高等学校,16,山形,1,山形中央,2014
酒田南高等学校,,山形,2,酒田南,2014
日本大学山形高等学校,,山形,4,日大山形,2014
鶴岡東高等学校,,山形,4,鶴岡東,2014
酒田光陵高等学校,,山形,8,酒田光陵,2014
山形城北高等学校,,山形,8,山形城北,2014
県立鶴岡南高等学校,,山形,8,鶴岡南,2014
県立長井高等学校,,山形,8,長井,2014
日本大学山形高等学校,2,山形,1,日大山形,2013
米沢中央高等学校,,山形,2,米沢中央,2013
酒田南高等学校,,山形,4,酒田南,2013
県立山形中央高等学校,,山形,4,山形中央,2013
鶴岡東高等学校,,山形,8,鶴岡東,2013
新庄東高等学校,,山形,8,新庄東,2013
山形明正高等学校,,山形,8,山形明正,2013
東海大学山形高等学校,,山形,8,東海大山形,2013
聖光学院高等学校,16,福島,1,聖光学院,2017
県立いわき光洋高等学校,,福島,2,いわき光洋,2017
日本大学東北高等学校,,福島,4,日大東北,2017
県立福島商業高等学校,,福島,4,福島商,2017
県立小高産業技術高校,,福島,8,小高産業技,2017
県立磐城高等学校,,福島,8,磐城,2017
県立光南高等学校,,福島,8,光南,2017
学法石川高等学校,,福島,8,学法石川,2017
聖光学院高等学校,8,福島,1,聖光学院,2016
県立光南高等学校,,福島,2,光南,2016
学法福島高等学校,,福島,4,学法福島,2016
日本大学東北高等学校,,福島,4,日大東北,2016
学法石川高等学校,,福島,8,学法石川,2016
県立磐城高等学校,,福島,8,磐城,2016
県立会津高等学校,,福島,8,会津,2016
,,福島,8,小高工,2016
聖光学院高等学校,32,福島,1,聖光学院,2015
日本大学東北高等学校,,福島,2,日大東北,2015
県立福島工業高等学校,,福島,4,福島工,2015
県立福島商業高等学校,,福島,4,福島商,2015
県立郡山商業高等学校,,福島,8,郡山商,2015
県立白河実業高等学校,,福島,8,白河実,2015
県立田村高等学校,,福島,8,田村,2015
東日本国際大学附属昌平高等学校,,福島,8,東日本国際大昌平,2015
聖光学院高等学校,8,福島,1,聖光学院,2014
日本大学東北高等学校,,福島,2,日大東北,2014
県立白河高等学校,,福島,4,白河,2014
県立いわき光洋高等学校,,福島,4,いわき光洋,2014
県立福島商業高等学校,,福島,8,福島商,2014
県立安達高等学校,,福島,8,安達,2014
県立若松商業高等学校,,福島,8,若松商,2014
学法石川高等学校,,福島,8,学法石川,2014
聖光学院高等学校,32,福島,1,聖光学院,2013
日本大学東北高等学校,,福島,2,日大東北,2013
,,福島,4,小高工,2013
県立福島東高等学校,,福島,4,福島東,2013
学法石川高等学校,,福島,8,学法石川,2013
県立光南高等学校,,福島,8,光南,2013
県立安達高等学校,,福島,8,安達,2013
県立白河高等学校,,福島,8,白河,2013
土浦日本大学高等学校,64,茨城,1,土浦日大,2017
霞ヶ浦高等学校,,茨城,2,霞ヶ浦,2017
茨城県立下妻第二高等学校,,茨城,4,下妻二,2017
茨城県立藤代高等学校,,茨城,4,藤代,2017
水城高等学校,,茨城,8,水城,2017
茨城県立下妻第一高等学校,,茨城,8,下妻一,2017
常総学院高等学校,,茨城,8,常総学院,2017
茨城県立竜ヶ崎第一高等学校,,茨城,8,竜ヶ崎一,2017
常総学院高等学校,8,茨城,1,常総学院,2016
明秀学園日立高等学校,,茨城,2,明秀学園日立,2016
霞ヶ浦高等学校,,茨城,4,霞ヶ浦,2016
茨城県立下妻第二高等学校,,茨城,4,下妻二,2016
水城高等学校,,茨城,8,水城,2016
茨城県立波崎柳川高等学校,,茨城,8,波崎柳川,2016
茨城県立竜ヶ崎第一高等学校,,茨城,8,竜ヶ崎一,2016
常盤大学高等学校,,茨城,8,常磐大高,2016
霞ヶ浦高等学校,64,茨城,1,霞ヶ浦,2015
茨城県立日立第一高等学校,,茨城,2,日立一,2015
東洋大学附属牛久高等学校,,茨城,4,東洋大牛久,2015
明秀学園日立高等学校,,茨城,4,明秀学園日立,2015
茨城県立鬼怒商業高等学校,,茨城,8,鬼怒商,2015
水城高等学校,,茨城,8,水城,2015
茨城県立下妻第二高等学校,,茨城,8,下妻二,2015
茨城県立石岡第一高等学校,,茨城,8,石岡一,2015
茨城県立藤代高等学校,64,茨城,1,藤代,2014
霞ヶ浦高等学校,,茨城,2,霞ヶ浦,2014
茨城県立取手松陽高等学校,,茨城,4,取手松陽,2014
常総学院高等学校,,茨城,4,常総学院,2014
茨城県立牛久高等学校,,茨城,8,牛久,2014
茨城県立土浦湖北高等学校,,茨城,8,土浦湖北,2014
つくば秀英高等学校,,茨城,8,つくば秀英,2014
茨城県立石岡第一高等学校,,茨城,8,石岡一,2014
常総学院高等学校,8,茨城,1,常総学院,2013
霞ヶ浦高等学校,,茨城,2,霞ヶ浦,2013
鹿島学園高等学校,,茨城,4,鹿島学園,2013
水城高等学校,,茨城,4,水城,2013
明秀学園日立高等学校,,茨城,8,明秀学園日立,2013
茨城県立日立第一高等学校,,茨城,8,日立一,2013
茨城県立水戸工業高等学校,,茨城,8,水戸工,2013
茨城県立下妻第二高等学校,,茨城,8,下妻二,2013
作新学院高等学校,64,栃木,1,作新学院,2017
國學院大學栃木高等学校,,栃木,2,國學院栃木,2017
青藍泰斗高等学校,,栃木,4,青藍泰斗,2017
文星芸術大学附属高等学校,,栃木,4,文星芸大附,2017
矢坂中央高等学校,,栃木,8,矢板中央,2017
栃木県立石橋高等学校,,栃木,8,石橋,2017
栃木県立真岡高等学校,,栃木,8,真岡,2017
白鴎大学足利高等学校,,栃木,8,白?大足利,2017
作新学院高等学校,1,栃木,1,作新学院,2016
國學院大學栃木高等学校,,栃木,2,國學院栃木,2016
栃木県立茂木高等学校,,栃木,4,茂木,2016
矢坂中央高等学校,,栃木,4,矢板中央,2016
青藍泰斗高等学校,,栃木,8,青藍泰斗,2016
栃木県立黒磯高等学校,,栃木,8,黒磯,2016
文星芸術大学附属高等学校,,栃木,8,文星芸大附,2016
栃木県立足利南高等学校,,栃木,8,足利南,2016
作新学院高等学校,16,栃木,1,作新学院,2015
國學院大學栃木高等学校,,栃木,2,國學院栃木,2015
青藍泰斗高等学校,,栃木,4,青藍泰斗,2015
白鴎大学足利高等学校,,栃木,4,白?大足利,2015
栃木県立大田原高等学校,,栃木,8,大田原,2015
栃木県立足利高等学校,,栃木,8,足利,2015
文星芸術大学附属高等学校,,栃木,8,文星芸大附,2015
栃木県立栃木工業高等学校,,栃木,8,栃木工,2015
作新学院高等学校,32,栃木,1,作新学院,2014
佐野日本大学高等学校,,栃木,2,佐野日大,2014
栃木県立大田原高等学校,,栃木,4,大田原,2014
白鴎大学足利高等学校,,栃木,4,白?大足利,2014
栃木県立茂木高等学校,,栃木,8,茂木,2014
青藍泰斗高等学校,,栃木,8,青藍泰斗,2014
國學院大學栃木高等学校,,栃木,8,國學院栃木,2014
栃木県立高根沢高等学校,,栃木,8,高根沢,2014
作新学院高等学校,16,栃木,1,作新学院,2013
青藍泰斗高等学校,,栃木,2,青藍泰斗,2013
佐野日本大学高等学校,,栃木,4,佐野日大,2013
白鴎大学足利高等学校,,栃木,4,白?大足利,2013
栃木県立宇都宮商業高等学校,,栃木,8,宇都宮商,2013
栃木県立栃木工業高等学校,,栃木,8,栃木工,2013
栃木県立小山南高等学校,,栃木,8,小山南,2013
栃木県立宇都宮北高等学校,,栃木,8,宇都宮北,2013
前橋育英高等学校,16,群馬,1,前橋育英,2017
高崎健康福祉大学高崎高等学校,,群馬,2,健大高崎,2017
東京農業大学第二高等学校,,群馬,4,東農大二,2017
明和県央高等学校,,群馬,4,明和県央,2017
群馬県立前橋商業高等学校,,群馬,8,前橋商,2017
群馬県立前橋東高等学校,,群馬,8,前橋東,2017
常磐高等学校,,群馬,8,常磐,2017
群馬県立桐生南高等学校,,群馬,8,桐生南,2017
前橋育英高等学校,32,群馬,1,前橋育英,2016
高崎健康福祉大学高崎高等学校,,群馬,2,健大高崎,2016
群馬県立前橋工業高等学校,,群馬,4,前橋工,2016
群馬県立伊勢崎清明高等学校,,群馬,4,伊勢崎清明,2016
利根沼田学校組合立利根商業高等学校,,群馬,8,利根商,2016
,,群馬,8,桐生西,2016
桐生市立商業高等学校,,群馬,8,桐生市立商,2016
樹徳高等学校,,群馬,8,樹徳,2016
高崎健康福祉大学高崎高等学校,16,群馬,1,健大高崎,2015
桐生第一高等学校,,群馬,2,桐生第一,2015
群馬県立前橋商業高等学校,,群馬,4,前橋商,2015
群馬県立高崎商業高等学校,,群馬,4,高崎商,2015
樹徳高等学校,,群馬,8,樹徳,2015
関東学園大学附属高等学校,,群馬,8,関東学園大附,2015
群馬県立伊勢崎清明高等学校,,群馬,8,伊勢崎清明,2015
群馬県立太田高等学校,,群馬,8,太田,2015
高崎健康福祉大学高崎高等学校,8,群馬,1,健大高崎,2014
群馬県立伊勢崎清明高等学校,,群馬,2,伊勢崎清明,2014
桐生第一高等学校,,群馬,4,桐生第一,2014
高崎経済大学附属高等学校,,群馬,4,高崎経大附,2014
樹徳高等学校,,群馬,8,樹徳,2014
群馬県立前橋商業高等学校,,群馬,8,前橋商,2014
群馬県立沼田高等学校,,群馬,8,沼田,2014
明和県央高等学校,,群馬,8,明和県央,2014
前橋育英高等学校,1,群馬,1,前橋育英,2013
東京農業大学第二高等学校,,群馬,2,東農大二,2013
樹徳高等学校,,群馬,4,樹徳,2013
群馬県立前橋工業高等学校,,群馬,4,前橋工,2013
高崎健康福祉大学高崎高等学校,,群馬,8,健大高崎,2013
群馬県立前橋高等学校,,群馬,8,前橋,2013
群馬県立太田東高等学校,,群馬,8,太田東,2013
関東学園大学附属高等学校,,群馬,8,関東学園大附,2013
花咲徳栄高等学校,1,埼玉,1,花咲徳栄,2017
浦和学院高等学校,,埼玉,2,浦和学院,2017
山村学園高等学校,,埼玉,4,山村学園,2017
春日部共栄高等学校,,埼玉,4,春日部共栄,2017
叡明高等学校,,埼玉,8,叡明,2017
聖望学園中学校・高等学校,,埼玉,8,聖望学園,2017
埼玉県立川越工業高等学校,,埼玉,8,川越工,2017
埼玉県立ふじみ野高等学校,,埼玉,8,ふじみ野,2017
花咲徳栄高等学校,16,埼玉,1,花咲徳栄,2016
聖望学園中学校・高等学校,,埼玉,2,聖望学園,2016
春日部共栄高等学校,,埼玉,4,春日部共栄,2016
埼玉県立大宮東高等学校,,埼玉,4,大宮東,2016
埼玉県立熊谷商業高等学校,,埼玉,8,熊谷商,2016
埼玉県立上尾高等学校,,埼玉,8,上尾,2016
浦和実業学園高等学校,,埼玉,8,浦和実,2016
川越市立川越高等学校,,埼玉,8,市立川越,2016
花咲徳栄高等学校,8,埼玉,1,花咲徳栄,2015
埼玉県立白岡高等学校,,埼玉,2,白岡,2015
浦和学院高等学校,,埼玉,4,浦和学院,2015
埼玉県立松山高等学校,,埼玉,4,松山,2015
埼玉県立熊谷高等学校,,埼玉,8,熊谷,2015
埼玉栄高等学校,,埼玉,8,埼玉栄,2015
西武学園文理高等学校,,埼玉,8,西武文理,2015
聖望学園中学校・高等学校,,埼玉,8,聖望学園,2015
春日部共栄高等学校,32,埼玉,1,春日部共栄,2014
川越市立川越高等学校,,埼玉,2,市立川越,2014
正智深谷高等学校,,埼玉,4,正智深谷,2014
埼玉県立大宮東高等学校,,埼玉,4,大宮東,2014
狭山ヶ丘高等学校,,埼玉,8,狭山ヶ丘,2014
昌平高等学校,,埼玉,8,昌平,2014
本庄東高等学校,,埼玉,8,本庄東,2014
埼玉県立蕨高等学校,,埼玉,8,蕨,2014
浦和学院高等学校,64,埼玉,1,浦和学院,2013
川越東高等学校,,埼玉,2,川越東,2013
聖望学園中学校・高等学校,,埼玉,4,聖望学園,2013
,,埼玉,4,市立川口,2013
埼玉平成高等学校,,埼玉,8,埼玉平成,2013
埼玉県立所沢商業高等学校,,埼玉,8,所沢商,2013
川越市立川越高等学校,,埼玉,8,市立川越,2013
本庄第一高等学校,,埼玉,8,本庄第一,2013
木更津総合高等学校 ,64,千葉,1,木更津総合,2017
習志野市立習志野高等学校 ,,千葉,2,習志野,2017
東海大学付属市原望洋高等学校 ,,千葉,4,東海大市原望洋,2017
千葉県立検見川高等学校,,千葉,4,検見川,2017
船橋市立船橋高等学校 ,,千葉,8,市立船橋,2017
専修大学松戸高等学校 ,,千葉,8,専大松戸,2017
柏市立柏高等学校,,千葉,8,市立柏,2017
千葉敬愛高等学校 ,,千葉,8,千葉敬愛,2017
木更津総合高等学校 ,8,千葉,1,木更津総合,2016
船橋市立船橋高等学校 ,,千葉,2,市立船橋,2016
千葉経済大学附属高等学校 ,,千葉,4,千葉経大附,2016
習志野市立習志野高等学校 ,,千葉,4,習志野,2016
千葉県立船橋芝山高等学校,,千葉,8,船橋芝山,2016
東海大学付属市原望洋高等学校 ,,千葉,8,東海大市原望洋,2016
東京学館船橋高等学校,,千葉,8,東京学館船橋,2016
東京学館浦安高等学校 ,,千葉,8,東京学館浦安,2016
専修大学松戸高等学校 ,64,千葉,1,専大松戸,2015
習志野市立習志野高等学校 ,,千葉,2,習志野,2015
木更津総合高等学校 ,,千葉,4,木更津総合,2015
中央学院高等学校,,千葉,4,中央学院,2015
拓殖大学紅陵高等学校 ,,千葉,8,拓大紅陵,2015
