fullName,nationalBest,prefecture,regionalBest,shortName,year
島根県立出雲高等学校,64,島根,1,出雲,2016
立正大学淞南高等学校,,島根,2,立正大淞南,2016
島根県立大社高等学校,,島根,4,大社,2016
開星高等学校,,島根,4,開星,2016
益田東高等学校,,島根,8,益田東,2016
石見智翠館高等学校,,島根,8,石見智翠館,2016
島根県立松江東高等学校,,島根,8,松江東,2016
島根県立浜田高等学校,,島根,8,浜田,2016
石見智翠館高等学校,32,島根,1,石見智翠館,2015
大東高校ホームページ,,島根,2,大東,2015
島根県立出雲商業高等学校,,島根,4,出雲商,2015
島根県立大社高等学校,,島根,4,大社,2015
立正大学淞南高等学校,,島根,8,立正大淞南,2015
島根県立島根中央高等学校,,島根,8,島根中央,2015
島根県立飯南高等学校,,島根,8,飯南,2015
島根県立松江北高等学校,,島根,8,松江北,2015
開星高等学校,64,島根,1,開星,2014
島根県立大社高等学校,,島根,2,大社,2014
大東高校ホームページ,,島根,4,大東,2014
島根県立安来高等学校,,島根,4,安来,2014
島根県立島根中央高等学校,,島根,8,島根中央,2014
石見智翠館高等学校,,島根,8,石見智翠館,2014
島根県立松江農林高等学校,,島根,8,松江農林,2014
島根県立浜田高等学校,,島根,8,浜田,2014
石見智翠館高等学校,64,島根,1,石見智翠館,2013
立正大学淞南高等学校,,島根,2,立正大淞南,2013
開星高等学校,,島根,4,開星,2013
島根県立松江商業高等学校,,島根,4,松江商,2013
大東高校ホームページ,,島根,8,大東,2013
島根県立松江北高等学校,,島根,8,松江北,2013
島根県立浜田高等学校,,島根,8,浜田,2013
島根県立浜田商業高等学校,,島根,8,浜田商,2013
おかやま山陽高等学校,64,岡山,1,おかやま山陽,2017
創志学園高等学校,,岡山,2,創志学園,2017
関西高等学校,,岡山,4,関西,2017
興譲館高等学校,,岡山,4,興譲館,2017
岡山県立岡山城東高等学校,,岡山,8,岡山城東,2017
岡山学芸館高等学校,,岡山,8,岡山学芸館,2017
岡山県立玉島商業高等学校,,岡山,8,玉島商,2017
岡山理科大学附属高等学校,,岡山,8,岡山理大附,2017
創志学園高等学校,32,岡山,1,創志学園,2016
岡山県立玉野光南高等学校,,岡山,2,玉野光南,2016
岡山県立倉敷商業高等学校,,岡山,4,倉敷商,2016
おかやま山陽高等学校,,岡山,4,おかやま山陽,2016
興譲館高等学校,,岡山,8,興譲館,2016
岡山理科大学附属高等学校,,岡山,8,岡山理大附,2016
関西高等学校,,岡山,8,関西,2016
金光学園高等学校,,岡山,8,金光学園,2016
岡山学芸館高等学校,64,岡山,1,岡山学芸館,2015
創志学園高等学校,,岡山,2,創志学園,2015
岡山県立玉野光南高等学校,,岡山,4,玉野光南,2015
岡山県立倉敷商業高等学校,,岡山,4,倉敷商,2015
岡山理科大学附属高等学校,,岡山,8,岡山理大附,2015
倉敷高等学校,,岡山,8,倉敷,2015
金光学園高等学校,,岡山,8,金光学園,2015
岡山県立水島工業高等学校,,岡山,8,水島工,2015
関西高等学校,32,岡山,1,関西,2014
岡山理科大学附属高等学校,,岡山,2,岡山理大附,2014
興譲館高等学校,,岡山,4,興譲館,2014
岡山県立倉敷商業高等学校,,岡山,4,倉敷商,2014
創志学園高等学校,,岡山,8,創志学園,2014
岡山県立西大寺高等学校,,岡山,8,西大寺,2014
岡山県立岡山城東高等学校,,岡山,8,岡山城東,2014
岡山学芸館高等学校,,岡山,8,岡山学芸館,2014
岡山県立玉野光南高等学校,64,岡山,1,玉野光南,2013
関西高等学校,,岡山,2,関西,2013
岡山県立岡山東商業高等学校,,岡山,4,岡山東商,2013
興譲館高等学校,,岡山,4,興譲館,2013
岡山県立興陽高等学校,,岡山,8,興陽,2013
岡山県立倉敷商業高等学校,,岡山,8,倉敷商,2013
岡山県立倉敷工業高等学校,,岡山,8,倉敷工,2013
岡山県共生高等学校,,岡山,8,岡山県共生,2013
奈良県立大和広陵高等学校,2,広島,1,広陵,2017
広島新庄高等学校,,広島,2,広島新庄,2017
広島県立広島商業高等学校,,広島,4,広島商,2017
広島県立大竹高等学校,,広島,4,大竹,2017
広島県立尾道商業高等学校,,広島,8,尾道商,2017
広島県立西条農業高等学校,,広島,8,西条農,2017
尾道高等学校,,広島,8,尾道,2017
広島県立高陽東高等学校,,広島,8,高陽東,2017
広島新庄高等学校,16,広島,1,広島新庄,2016
如水館高等学校,,広島,2,如水館,2016
崇徳高等学校,,広島,4,崇徳,2016
広陵高等学校,,広島,4,広陵,2016
広島県立広島商業高等学校,,広島,8,広島商,2016
広島県立西条農業高等学校,,広島,8,西条農,2016
広島県立福山誠之館高等学校,,広島,8,福山誠之館,2016
広島県立宮島工業高等学校,,広島,8,宮島工,2016
広島新庄高等学校,32,広島,1,広島新庄,2015
呉市立呉高等学校,,広島,2,市立呉,2015
広島工業大学高等学校,,広島,4,広島工大高,2015
広陵高等学校,,広島,4,広陵,2015
広島県立向原高等学校,,広島,8,向原,2015
広島県立西条農業高等学校,,広島,8,西条農,2015
如水館高等学校,,広島,8,如水館,2015
広島県立高陽東高等学校,,広島,8,高陽東,2015
広陵高等学校,64,広島,1,広陵,2014
広島新庄高等学校,,広島,2,広島新庄,2014
広島県立広島商業高等学校,,広島,4,広島商,2014
呉市立呉高等学校,,広島,4,市立呉,2014
広島県立高陽東高等学校,,広島,8,高陽東,2014
広島県立西条農業高等学校,,広島,8,西条農,2014
如水館高等学校,,広島,8,如水館,2014
広島県立福山誠之館高等学校,,広島,8,福山誠之館,2014
広島県瀬戸内高等学校,32,広島,1,瀬戸内,2013
広島新庄高等学校,,広島,2,広島新庄,2013
如水館高等学校,,広島,4,如水館,2013
広島県立広島工業高等学校,,広島,4,広島工,2013
盈進高等学校,,広島,8,盈進,2013
広陵高等学校,,広島,8,広陵,2013
近畿大学附属広島高等学校福山校,,広島,8,近大福山,2013
呉港高等学校,,広島,8,呉港,2013
下関国際高等学校,32,山口,1,下関国際,2017
宇部鴻城高等学校,,山口,2,宇部鴻城,2017
山口県立徳山商工高等学校,,山口,4,徳山商工,2017
山口県立宇部商業高等学校,,山口,4,宇部商,2017
山口県立熊毛南高等学校,,山口,8,熊毛南,2017
高川学園高等学校,,山口,8,高川学園,2017
山口県立岩国商業高等学校,,山口,8,岩国商,2017
山口県立豊浦高等学校,,山口,8,豊浦,2017
高川学園高等学校,64,山口,1,高川学園,2016
宇部鴻城高等学校,,山口,2,宇部鴻城,2016
聖光高等学校,,山口,4,聖光,2016
長門高等学校,,山口,4,長門,2016
山口県立岩国高等学校,,山口,8,岩国,2016
下関国際高等学校,,山口,8,下関国際,2016
山口県立宇部商業高等学校,,山口,8,宇部商,2016
山口県立防府高等学校,,山口,8,防府,2016
下関市立下関商業高等学校,32,山口,1,下関商,2015
下関国際高等学校,,山口,2,下関国際,2015
宇部鴻城高等学校,,山口,4,宇部鴻城,2015
山口県立宇部商業高等学校,,山口,4,宇部商,2015
高川学園高等学校,,山口,8,高川学園,2015
山口県立光高等学校,,山口,8,光,2015
柳井学園高等学校,,山口,8,柳井学園,2015
山口県立徳山商工高等学校,,山口,8,徳山商工,2015
山口県立岩国高等学校,64,山口,1,岩国,2014
山口県立熊毛南高等学校,,山口,2,熊毛南,2014
山口県立萩商工高等学校,,山口,4,萩商工,2014
宇部鴻城高等学校,,山口,4,宇部鴻城,2014
山口県立徳山商工高等学校,,山口,8,徳山商工,2014
,,山口,8,下関中央工,2014
山口県立南陽工業高等学校,,山口,8,南陽工,2014
,,山口,8,下関工,2014
山口県立岩国商業高等学校,64,山口,1,岩国商,2013
高川学園高等学校,,山口,2,高川学園,2013
早鞆高等学校,,山口,4,早鞆,2013
山口県立岩国高等学校,,山口,4,岩国,2013
山口県立防府高等学校,,山口,8,防府,2013
宇部鴻城高等学校,,山口,8,宇部鴻城,2013
下関市立下関商業高等学校,,山口,8,下関商,2013
山口県立宇部工業高等学校,,山口,8,宇部工,2013
鳴門渦潮高等学校,64,徳島,1,鳴門渦潮,2017
徳島県立板野高等学校,,徳島,2,板野,2017
生光学園高等学校,,徳島,4,生光学園,2017
徳島県立川島中学校・高等学校,,徳島,4,川島,2017
穴吹高等学校,,徳島,8,穴吹,2017
富岡西高等学校,,徳島,8,富岡西,2017
徳島県立小松島西高等学校,,徳島,8,小松島西,2017
徳島県立城東高等学校,,徳島,8,城東,2017
徳島県立鳴門高等学校,8,徳島,1,鳴門,2016
鳴門渦潮高等学校,,徳島,2,鳴門渦潮,2016
生光学園高等学校,,徳島,4,生光学園,2016
富岡西高等学校,,徳島,4,富岡西,2016
徳島県立城南高等学校,,徳島,8,城南,2016
徳島県立徳島北高等学校,,徳島,8,徳島北,2016
,,徳島,8,阿南工,2016
徳島県立小松島高等学校,,徳島,8,小松島,2016
徳島県立鳴門高等学校,64,徳島,1,鳴門,2015
徳島県立城南高等学校,,徳島,2,城南,2015
徳島県立徳島北高等学校,,徳島,4,徳島北,2015
徳島県立城東高等学校,,徳島,4,城東,2015
鳴門渦潮高等学校,,徳島,8,鳴門渦潮,2015
阿波高等学校,,徳島,8,阿波,2015
脇町高等学校,,徳島,8,脇町,2015
徳島県立小松島高等学校,,徳島,8,小松島,2015
徳島県立鳴門高等学校,32,徳島,1,鳴門,2014
鳴門渦潮高等学校,,徳島,2,鳴門渦潮,2014
生光学園高等学校,,徳島,4,生光学園,2014
池田高等学校,,徳島,4,池田,2014
富岡西高等学校,,徳島,8,富岡西,2014
,,徳島,8,新野,2014
,,徳島,8,阿南工,2014
徳島県立城東高等学校,,徳島,8,城東,2014
徳島県立鳴門高等学校,8,徳島,1,鳴門,2013
徳島県立川島中学校・高等学校,,徳島,2,川島,2013
鳴門渦潮高等学校,,徳島,4,鳴門渦潮,2013
生光学園高等学校,,徳島,4,生光学園,2013
徳島県立徳島科学技術専門高等学校,,徳島,8,徳島科学技術,2013
徳島県立小松島高等学校,,徳島,8,小松島,2013
池田高等学校,,徳島,8,池田,2013
,,徳島,8,新野,2013
香川県立三本松高等学校,8,香川,1,三本松,2017
香川県立丸亀城西高等学校,,香川,2,丸亀城西,2017
香川県立丸亀高等学校,,香川,4,丸亀,2017
香川県大手前高松中学・高等学校,,香川,4,大手前高松,2017
香川県立高松高等学校,,香川,8,高松,2017
香川県立高松商業高等学校,,香川,8,高松商,2017
尽誠学園高等学校,,香川,8,尽誠学園,2017
四国学院大学香川西高等学校,,香川,8,四学大香川西,2017
尽誠学園高等学校,32,香川,1,尽誠学園,2016
香川県立高松商業高等学校,,香川,2,高松商,2016
香川県大手前高松中学・高等学校,,香川,4,大手前高松,2016
三豊工,,香川,4,観音寺中央,2016
土庄,,香川,8,小豆島,2016
香川県立観音寺第一高等学校,,香川,8,観音寺一,2016
香川県立丸亀高等学校,,香川,8,丸亀,2016
英明高等学校,,香川,8,英明,2016
藤井学園寒川高等学校,64,香川,1,藤井学園寒川,2015
香川県立丸亀城西高等学校,,香川,2,丸亀城西,2015
英明高等学校,,香川,4,英明,2015
香川県立高松商業高等学校,,香川,4,高松商,2015
,,香川,8,香川西,2015
香川県立志度高等学校,,香川,8,志度,2015
香川県立高松南高等学校,,香川,8,高松南,2015
観音寺中央,,香川,8,三豊工,2015
香川県立坂出商業高等学校,64,香川,1,坂出商,2014
香川県大手前高松中学・高等学校,,香川,2,大手前高松,2014
尽誠学園高等学校,,香川,4,尽誠学園,2014
香川県立高松桜井高等学校,,香川,4,高松桜井,2014
,,香川,8,香川西,2014
三豊工,,香川,8,観音寺中央,2014
香川県立香川中央高等学校,,香川,8,香川中央,2014
香川県立飯山高等学校,,香川,8,飯山,2014
香川県立丸亀高等学校,32,香川,1,丸亀,2013
尽誠学園高等学校,,香川,2,尽誠学園,2013
英明高等学校,,香川,4,英明,2013
香川県立高松北高等学校,,香川,4,高松北,2013
香川高等専門学校,,香川,8,香川高専高松,2013
香川県立丸亀城西高等学校,,香川,8,丸亀城西,2013
土庄,,香川,8,小豆島,2013
香川県立高松商業高等学校,,香川,8,高松商,2013
学校法人済美学園 済美高等学校,16,愛媛,1,済美,2017
帝京第五高等学校,,愛媛,2,帝京第五,2017
松山聖陵高等学校,,愛媛,4,松山聖陵,2017
愛媛県立川之江高等学校,,愛媛,4,川之江,2017
愛媛県立新居浜南高等学校,,愛媛,8,新居浜南,2017
愛媛県立今治東中等教育学校,,愛媛,8,今治東,2017
愛媛県立大洲高等学校,,愛媛,8,大洲,2017
愛媛県立宇和島東高等学校,,愛媛,8,宇和島東,2017
松山聖陵高等学校,32,愛媛,1,松山聖陵,2016
新田高校,,愛媛,2,新田,2016
愛媛県立東温高等学校,,愛媛,4,東温,2016
愛媛県立今治北高等学校,,愛媛,4,今治北,2016
聖カタリナ学園高等学校,,愛媛,8,聖カタリナ,2016
愛媛県立今治東中等教育学校,,愛媛,8,今治東,2016
愛媛県立今治工業高等学校,,愛媛,8,今治工,2016
愛媛大学附属高等学校,,愛媛,8,愛媛大附,2016
愛媛県立今治西高等学校,64,愛媛,1,今治西,2015
愛媛県立小松高等学,,愛媛,2,小松,2015
県立松山北高等学校,,愛媛,4,松山北,2015
愛媛県立松山東高等学校,,愛媛,4,松山東,2015
愛媛県立今治北高等学校,,愛媛,8,今治北,2015
愛媛県立西条高等学校,,愛媛,8,西条,2015
愛媛県立松山工業高等学校,,愛媛,8,松山工,2015
愛媛県立川之江高等学校,,愛媛,8,川之江,2015
愛媛県立小松高等学,64,愛媛,1,小松,2014
愛媛県立松山東高等学校,,愛媛,2,松山東,2014
愛媛県立西条高等学校,,愛媛,4,西条,2014
愛媛県立東温高等学校,,愛媛,4,東温,2014
愛媛県立丹原高等学校,,愛媛,8,丹原,2014
愛媛県立南宇和高等学校,,愛媛,8,南宇和,2014
新田高校,,愛媛,8,新田,2014
愛媛県立新居浜商業高等学校,,愛媛,8,新居浜商,2014
学校法人済美学園 済美高等学校,16,愛媛,1,済美,2013
愛媛県立今治西高等学校,,愛媛,2,今治西,2013
愛媛県立川之江高等学校,,愛媛,4,川之江,2013
松山聖陵高等学校,,愛媛,4,松山聖陵,2013
愛媛県立今治工業高等学校,,愛媛,8,今治工,2013
愛媛県新居浜東高等学校,,愛媛,8,新居浜東,2013
愛媛県立東温高等学校,,愛媛,8,東温,2013
愛媛県立八幡浜高等学校,,愛媛,8,八幡浜,2013
明徳義塾中学・高等学校,32,高知,1,明徳義塾,2017
高知県立梼原高等学校,,高知,2,梼原,2017
県立中村高等学校,,高知,4,中村,2017
高知県立岡豊高等学校,,高知,4,岡豊,2017
高知県立宿毛工業高等学校,,高知,8,宿毛工,2017
高知県立高知南中学校・高等学校,,高知,8,高知南,2017
学校法人高知学園　高知中学高等学校,,高知,8,高知,2017
高知県立宿毛高等学校,,高知,8,宿毛,2017
明徳義塾中学・高等学校,4,高知,1,明徳義塾,2016
高知県立 中村中・高等学校,,高知,2,中村,2016
高知中央高等学校,,高知,4,高知中央,2016
高知商業高等学校,,高知,4,高知商,2016
高知県立安芸中・高等学校,,高知,8,安芸,2016
高知工業高等学校,,高知,8,高知工,2016
土佐中学校・高等学校,,高知,8,土佐,2016
学校法人高知学園　高知中学高等学校,,高知,8,高知,2016
明徳義塾中学・高等学校,64,高知,1,明徳義塾,2015
学校法人高知学園　高知中学高等学校,,高知,2,高知,2015
高知県立高知西高等学校,,高知,4,高知西,2015
土佐中学校・高等学校,,高知,4,土佐,2015
高知県立岡豊高等学校,,高知,8,岡豊,2015
高知商業高等学校,,高知,8,高知商,2015
高知中央高等学校,,高知,8,高知中央,2015
高知東高校,,高知,8,高知東,2015
明徳義塾中学・高等学校,32,高知,1,明徳義塾,2014
学校法人高知学園　高知中学高等学校,,高知,2,高知,2014
高知中央高等学校,,高知,4,高知中央,2014
高知商業高等学校,,高知,4,高知商,2014
高知県立梼原高等学校,,高知,8,梼原,2014
土佐中学校・高等学校,,高知,8,土佐,2014
高知県立宿毛高等学校,,高知,8,宿毛,2014
高知県立岡豊高等学校,,高知,8,岡豊,2014
明徳義塾中学・高等学校,8,高知,1,明徳義塾,2013
学校法人高知学園　高知中学高等学校,,高知,2,高知,2013
高知県立 中村中・高等学校,,高知,4,中村,2013
高知中央高等学校,,高知,4,高知中央,2013
高知県立宿毛工業高等学校,,高知,8,宿毛工,2013
高知県立高知農業高等学校,,高知,8,高知農,2013
高知県立岡豊高等学校,,高知,8,岡豊,2013
高知県立高知南中学校・高等学校,,高知,8,高知南,2013
福岡県立東筑高等学校,64,福岡,1,東筑,2017
福岡大学付属大濠高等学校,,福岡,2,福岡大大濠,2017
久留米市立久留米商業高等学校,,福岡,4,久留米商,2017
西日本短期大学附属高等学校,,福岡,4,西日本短大附,2017
福岡県立小倉工業高等学校,,福岡,8,小倉工,2017
筑陽学園高等学校,,福岡,8,筑陽学園,2017
福岡県立春日高等学校,,福岡,8,春日,2017
福岡工業大学附属城東高等学校,,福岡,8,福岡工大城東,2017
九州国際大学付属高等学校,64,福岡,1,九州国際大付,2016
福岡工業大学附属城東高等学校,,福岡,2,福岡工大城東,2016
福岡第一高等学校,,福岡,4,福岡第一,2016
真颯館高等学校,,福岡,4,真颯館,2016
自由ケ丘高等学校,,福岡,8,自由ケ丘,2016
福岡県立北九州高等学校,,福岡,8,北九州,2016
祐誠高等学校,,福岡,8,祐誠,2016
星琳高等学校,,福岡,8,星琳,2016
九州国際大学付属高等学校,8,福岡,1,九州国際大付,2015
東海大五,,福岡,2,東海大五,2015
福岡県立八幡南高等学校,,福岡,4,八幡南,2015
福岡県立小倉高等学校,,福岡,4,小倉,2015
飯塚高等学校,,福岡,8,飯塚,2015
希望が丘高等学校,,福岡,8,希望が丘,2015
福岡県立朝倉高等学校,,福岡,8,朝倉,2015
福岡県立東筑高等学校,,福岡,8,東筑,2015
九州国際大学付属高等学校,64,福岡,1,九州国際大付,2014
福岡県立北筑高等学校,,福岡,2,北筑,2014
福岡県立東筑高等学校,,福岡,4,東筑,2014
自由ケ丘高等学校,,福岡,4,自由ケ丘,2014
筑陽学園高等学校,,福岡,8,筑陽学園,2014
西日本短期大学附属高等学校,,福岡,8,西日本短大附,2014
福岡県立筑紫高等学校,,福岡,8,筑紫,2014
折尾愛真高等学校,,福岡,8,折尾愛真,2014
自由ケ丘高等学校,32,福岡,1,自由ケ丘,2013
久留米市立南筑高等学校,,福岡,2,南筑,2013
九州産業大学付属九州高等学校,,福岡,4,九産大九州,2013
福岡県立門司学園高等学校,,福岡,4,門司学園,2013
福岡工業大学附属城東高等学校,,福岡,8,福岡工大城東,2013
東福岡高等学校,,福岡,8,東福岡,2013
東海大五,,福岡,8,東海大五,2013
祐誠高等学校,,福岡,8,祐誠,2013
早稲田佐賀高等学校,64,佐賀,1,早稲田佐賀,2017
佐賀県立鳥栖高等学校,,佐賀,2,鳥栖,2017
茨城県立鹿島高等学校,,佐賀,4,鹿島,2017
佐賀県立佐賀工業高等学校,,佐賀,4,佐賀工,2017
佐賀県立佐賀北高等学校,,佐賀,8,佐賀北,2017
佐賀県立唐津商業高等学校,,佐賀,8,唐津商,2017
佐賀県立鳥栖商業高等学校,,佐賀,8,鳥栖商,2017
佐賀学園高等学校,,佐賀,8,佐賀学園,2017
佐賀県立唐津商業高等学校,32,佐賀,1,唐津商,2016
佐賀県立佐賀商業高等学校,,佐賀,2,佐賀商,2016
龍谷高等学校,,佐賀,4,龍谷,2016
佐賀県立伊万里高等学校,,佐賀,4,伊万里,2016
佐賀県立鹿島高等学校,,佐賀,8,鹿島,2016
佐賀県立佐賀北高等学校,,佐賀,8,佐賀北,2016
佐賀県立伊万里農林高等学校,,佐賀,8,伊万里農林,2016
佐賀県立神埼高等学校,,佐賀,8,神埼,2016
龍谷高等学校,32,佐賀,1,龍谷,2015
佐賀県立唐津商業高等学校,,佐賀,2,唐津商,2015
敬徳高等学校,,佐賀,4,敬徳,2015
佐賀県立佐賀商業高等学校,,佐賀,4,佐賀商,2015
佐賀県立伊万里商業高等学校,,佐賀,8,伊万里商,2015
佐賀県立佐賀工業高等学校,,佐賀,8,佐賀工,2015
佐賀県立三養基高等学校,,佐賀,8,三養基,2015
佐賀県立唐津東高等学校,,佐賀,8,唐津東,2015
佐賀県立佐賀北高等学校,64,佐賀,1,佐賀北,2014
佐賀県立佐賀工業高等学校,,佐賀,2,佐賀工,2014
佐賀県立佐賀商業高等学校,,佐賀,4,佐賀商,2014
佐賀学園高等学校,,佐賀,4,佐賀学園,2014
,,佐賀,8,塩田工,2014
早稲田佐賀高等学校,,佐賀,8,早稲田佐賀,2014
龍谷高等学校,,佐賀,8,龍谷,2014
佐賀県立神埼清明高等学校,,佐賀,8,神埼清明,2014
佐賀県立有田工業高等学校,32,佐賀,1,有田工,2013
早稲田佐賀高等学校,,佐賀,2,早稲田佐賀,2013
佐賀県立佐賀工業高等学校,,佐賀,4,佐賀工,2013
佐賀県立伊万里農林高等学校,,佐賀,4,伊万里農林,2013
,,佐賀,8,杵島商,2013
佐賀県立唐津商業高等学校,,佐賀,8,唐津商,2013
佐賀県立神埼清明高等学校,,佐賀,8,神埼清明,2013
佐賀県立伊万里高等学校,,佐賀,8,伊万里,2013
長崎県立波佐見高等学校,64,長崎,1,波佐見,2017
長崎県立清峰高等学校,,長崎,2,清峰,2017
瓊浦高等学校,,長崎,4,瓊浦,2017
長崎日本大学高等学校,,長崎,4,長崎日大,2017
創成館高等学校,,長崎,8,創成館,2017
長崎県立長崎北高等学校,,長崎,8,長崎北,2017
九州文化学園高等学校,,長崎,8,九州文化学園,2017
長崎県立鹿町工業高等学校,,長崎,8,鹿町工,2017
長崎市立長崎商業高等学校,64,長崎,1,長崎商,2016
長崎県立大村工業高等学校,,長崎,2,大村工,2016
長崎県立清峰高等学校,,長崎,4,清峰,2016
創成館高等学校,,長崎,4,創成館,2016
長崎県立波佐見高等学校,,長崎,8,波佐見,2016
長崎県立佐世保北高等学校,,長崎,8,佐世保北,2016
長崎日本大学高等学校,,長崎,8,長崎日大,2016
海星高等学校,,長崎,8,海星,2016
創成館高等学校,32,長崎,1,創成館,2015
海星高等学校,,長崎,2,海星,2015
長崎市立長崎商業高等学校,,長崎,4,長崎商,2015
佐世保実業高等学校,,長崎,4,佐世保実,2015
長崎県立大村工業高等学校,,長崎,8,大村工,2015
長崎県立島原農業高等学校,,長崎,8,島原農,2015
長崎県立波佐見高等学校,,長崎,8,波佐見,2015
長崎南山高等学校,,長崎,8,長崎南山,2015
海星高等学校,32,長崎,1,海星,2014
創成館高等学校,,長崎,2,創成館,2014
長崎市立長崎商業高等学校,,長崎,4,長崎商,2014
九州文化学園高等学校,,長崎,4,九州文化学園,2014
長崎県立小浜高等学校,,長崎,8,小浜,2014
長崎県立佐世保工業高等学校,,長崎,8,佐世保工,2014
長崎県立波佐見高等学校,,長崎,8,波佐見,2014
長崎県立島原農業高等学校,,長崎,8,島原農,2014
佐世保実業高等学校,64,長崎,1,佐世保実,2013
長崎日本大学高等学校,,長崎,2,長崎日大,2013
海星高等学校,,長崎,4,海星,2013
創成館高等学校,,長崎,4,創成館,2013
長崎県立鹿町工業高等学校,,長崎,8,鹿町工,2013
長崎県立諫早高等学校,,長崎,8,諫早,2013
長崎県立諫早農業高等学校,,長崎,8,諫早農,2013
瓊浦高等学校,,長崎,8,瓊浦,2013
秀岳館高等学校,32,熊本,1,秀岳館,2017
九州学院高等学校,,熊本,2,九州学院,2017
文徳高等学校,,熊本,4,文徳,2017
熊本県立八代高等学校,,熊本,4,八代,2017
熊本県立菊池高等学校,,熊本,8,菊池,2017
熊本国府高等学校,,熊本,8,熊本国府,2017
熊本県立球磨工業高等学校,,熊本,8,球磨工,2017
,,熊本,8,多良木,2017
秀岳館高等学校,4,熊本,1,秀岳館,2016
九州学院高等学校,,熊本,2,九州学院,2016
熊本市立千原台高等学校,,熊本,4,千原台,2016
文徳高等学校,,熊本,4,文徳,2016
熊本市立必由館高等学校,,熊本,8,必由館,2016
ルーテル学院高等学校,,熊本,8,ルーテル学院,2016
城北高等学校,,熊本,8,城北,2016
熊本県立熊本工業高等学校,,熊本,8,熊本工,2016
九州学院高等学校,32,熊本,1,九州学院,2015
文徳高等学校,,熊本,2,文徳,2015
,,熊本,4,多良木,2015
鎮西高等学校,,熊本,4,鎮西,2015
東京都立翔陽高等学校,,熊本,8,都立翔陽,2015
東海大学付属熊本星翔高等学校,,熊本,8,東海大星翔,2015
熊本県立球磨工業高等学校,,熊本,8,球磨工,2015
熊本県立八代東高等学校,,熊本,8,八代東,2015
城北高等学校,16,熊本,1,城北,2014
文徳高等学校,,熊本,2,文徳,2014
熊本県立熊本北高等学校,,熊本,4,熊本北,2014
熊本県立熊本工業高等学校,,熊本,4,熊本工,2014
東海大学付属熊本星翔高等学校,,熊本,8,東海大星翔,2014
九州学院高等学校,,熊本,8,九州学院,2014
熊本学園大学付属高等学校,,熊本,8,熊本学園大付,2014
熊本県立済々黌高等学校,,熊本,8,済々黌,2014
熊本県立熊本工業高等学校,32,熊本,1,熊本工,2013
文徳高等学校,,熊本,2,文徳,2013
熊本県立玉名工業高等学校,,熊本,4,玉名工,2013
熊本県立済々黌高等学校,,熊本,4,済々黌,2013
熊本県立熊本北高等学校,,熊本,8,熊本北,2013
熊本県立宇土高等学校,,熊本,8,宇土,2013
秀岳館高等学校,,熊本,8,秀岳館,2013
ルーテル学院高等学校,,熊本,8,ルーテル学院,2013
明豊高等学校,8,大分,1,明豊,2017
大分県立大分商業高等学校,,大分,2,大分商,2017
大分県立大分舞鶴高等学校,,大分,4,大分舞鶴,2017
柳ケ浦高等学校,,大分,4,柳ヶ浦,2017
大分県立中津南高等学校,,大分,8,中津南,2017
大分東明高等学校,,大分,8,大分東明,2017
大分県立日田林工高等学校,,大分,8,日田林工,2017
大分高等学校,,大分,8,大分,2017
大分高等学校,64,大分,1,大分,2016
大分県立佐伯鶴城高等学校,,大分,2,佐伯鶴城,2016
大分県立臼杵高等学校,,大分,4,臼杵,2016
藤蔭高等学校,,大分,4,藤蔭,2016
大分県立情報科学高等学校,,大分,8,情報科学,2016
大分県立津久見高等学校,,大分,8,津久見,2016
大分県立大分工業高等学校,,大分,8,大分工,2016
明豊高等学校,,大分,8,明豊,2016
明豊高等学校,64,大分,1,明豊,2015
大分県立大分商業高等学校,,大分,2,大分商,2015
柳ケ浦高等学校,,大分,4,柳ヶ浦,2015
大分県立杵築高等学校,,大分,4,杵築,2015
大分県立宇佐高等学校,,大分,8,宇佐,2015
大分県立鶴崎工業高等学校,,大分,8,鶴崎工,2015
大分県立大分上野丘高等学校,,大分,8,大分上野丘,2015
大分県立佐伯鶴城高等学校,,大分,8,佐伯鶴城,2015
大分高等学校,64,大分,1,大分,2014
明豊高等学校,,大分,2,明豊,2014
大分県立杵築高等学校,,大分,4,杵築,2014
大分県立大分上野丘高等学校,,大分,4,大分上野丘,2014
大分県立大分商業高等学校,,大分,8,大分商,2014
大分工業高等専門学校,,大分,8,大分高専,2014
藤蔭高等学校,,大分,8,藤蔭,2014
大分県立中津東高等学校,,大分,8,中津東,2014
大分県立大分商業高等学校,64,大分,1,大分商,2013
大分県立大分上野丘高等学校,,大分,2,大分上野丘,2013
大分高等学校,,大分,4,大分,2013
明豊高等学校,,大分,4,明豊,2013
大分県立大分雄城台高等学校,,大分,8,大分雄城台,2013
,,大分,8,別府青山,2013
柳ケ浦高等学校,,大分,8,柳ヶ浦,2013
大分県立佐伯鶴城高等学校,,大分,8,佐伯鶴城,2013
聖心ウルスラ学園高等学校,32,宮崎,1,聖心ウルスラ,2017
日向学院高等学校,,宮崎,2,日向学院,2017
宮崎県立都城商業高等学校,,宮崎,4,都城商,2017
宮崎日本大学高等学校,,宮崎,4,宮崎日大,2017
宮崎県立高千穂高等学校,,宮崎,8,高千穂,2017
宮崎県立宮崎南高等学校,,宮崎,8,宮崎南,2017
宮崎学園高等学校,,宮崎,8,宮崎学園,2017
